Speaker,Region,Phoneme,Sonority,Point of articulation,Vowel,Horizontal position,Vertical Position,Stress,Relative intensity
SF,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,33.7
SF,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,29.1
SF,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,26
SF,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,23
SF,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,36
SF,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,26.5
SF,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,23.7
SF,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,21.7
SF,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,21.9
SF,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,26.8
SF,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,24.7
SF,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,21.7
SF,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,25.9
SF,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,26.1
SF,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,16.7
SF,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,18.6
SF,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,33.8
SF,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,34
SF,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,27
SF,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,26.2
SF,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,27.9
SF,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,24.9
SF,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,25.2
SF,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,21.9
SF,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,26.8
SF,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,24
SF,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,18.8
SF,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,23
SF,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,31.4
SF,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,28.9
SF,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,24
SF,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,24.3
SF,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,31.8
SF,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,27.4
SF,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,26.6
SF,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,21
SG,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,10.8
SG,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,27.1
SG,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,20
SG,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,22.2
SG,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,22.7
SG,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,17.4
SG,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,7.6
SG,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,5.4
SG,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,14.1
SG,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,13.7
SG,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,23.4
SG,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,28.1
SG,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,11.7
SG,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,14.9
SG,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,11.3
SG,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,5.6
SG,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,28.4
SG,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,10.9
SG,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,6.2
SG,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,3
SG,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,24
SG,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,23.7
SG,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,25.7
SG,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,14.6
SG,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,21.8
SG,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,24.3
SG,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,22.9
SG,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,16.4
SG,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,22.7
SG,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,25.9
SG,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,30.7
SG,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,18
SG,Northcentral Spain,d,voiced,dental,a,central,low,stressed,11
SG,Northcentral Spain,d,voiced,dental,a,central,low,stressed,35.1
SG,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,18.3
SG,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,11.8
SG,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,12.3
SG,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,11.3
SG,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,4.9
SG,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,7.3
SG,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,12.3
SG,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,7.9
SG,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,24.6
SG,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,31.9
SG,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,14.8
SG,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,22.6
SG,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,10.2
SG,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,7.2
SG,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,27.5
SG,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,21
SG,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,26.8
SG,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,18.6
SG,Northcentral Spain,g,voiced,velar,a,central,low,stressed,10.6
SG,Northcentral Spain,g,voiced,velar,a,central,low,stressed,18.1
SG,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,7.1
SG,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,6.2
SG,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,16.7
SG,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,15.6
SG,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,10.8
SG,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,4.5
SG,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,14.1
SG,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,15
SG,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,4.3
SG,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,5.4
SG,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,18.3
SG,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,20.4
SG,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,11.3
SG,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,14.9
SG,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,28.7
SG,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,27.3
SG,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,24.1
SG,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,2.2
SG,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,30.4
SG,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,22.9
SG,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,30.4
SG,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,18.6
SG,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,24.5
SG,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,22.5
SG,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,22.1
SG,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,23.6
SG,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,14.6
SG,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,17.2
SG,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,20.4
SG,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,19.3
SG,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,25.2
SG,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,23.5
SG,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,29.1
SG,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,27.8
SG,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,22.1
SG,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,25.7
SG,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,13.8
SG,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,18.3
SG,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,22.4
SG,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,26.2
SG,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,19.4
SG,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,15.8
SG,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,17.7
SG,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,20
SG,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,17.5
SG,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,16.5
SG,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,26.4
SG,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,34.1
SG,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,23.8
SG,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,12.7
SG,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,19.9
SG,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,27.9
SG,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,17.4
SG,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,11.5
SG,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,15
SG,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,26.6
SG,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,32.2
SG,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,22.3
SG,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,23.8
SG,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,26.4
SG,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,19.1
SG,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,14.8
SG,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,22.7
SG,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,14.4
SG,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,13.5
SG,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,12.7
SE,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,10.2
SE,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,13.8
SE,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,9.9
SE,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,6.4
SE,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,8.9
SE,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,7.2
SE,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,10
SE,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,4.3
SE,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,20
SE,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,20.5
SE,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,11.4
SE,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,8.8
SE,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,11.9
SE,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,11.7
SE,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,12.8
SE,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,5.3
SE,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,11.9
SE,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,13.2
SE,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,5.3
SE,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,5.1
SE,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,23.1
SE,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,19.1
SE,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,18
SE,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,18
SE,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,25.7
SE,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,26.2
SE,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,23.8
SE,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,23.6
SE,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,28.1
SE,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,24.7
SE,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,26.6
SE,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,3.6
SE,Northcentral Spain,d,voiced,dental,a,central,low,stressed,11.5
SE,Northcentral Spain,d,voiced,dental,a,central,low,stressed,16.9
SE,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,3.1
SE,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,10.6
SE,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,7.5
SE,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,10.9
SE,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,7.1
SE,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,12.7
SE,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,9
SE,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,9.7
SE,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,8.7
SE,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,3.6
SE,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,11.5
SE,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,13
SE,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,7.1
SE,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,6.9
SE,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,10.9
SE,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,23.4
SE,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,9.6
SE,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,9
SE,Northcentral Spain,g,voiced,velar,a,central,low,stressed,17.9
SE,Northcentral Spain,g,voiced,velar,a,central,low,stressed,8.9
SE,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,10.8
SE,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,5.4
SE,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,18.5
SE,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,20.2
SE,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,12.3
SE,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,14.5
SE,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,18.1
SE,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,14.6
SE,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,28.2
SE,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,18.8
SE,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,6.3
SE,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,7.1
SE,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,7.6
SE,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,7.5
SE,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,18.8
SE,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,18.7
SE,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,10.4
SE,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,0
SE,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,20.6
SE,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,21.5
SE,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,18.8
SE,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,20.6
SE,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,29.4
SE,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,20
SE,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,21.3
SE,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,19.5
SE,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,8.5
SE,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,23.9
SE,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,17.8
SE,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,17.2
SE,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,23.9
SE,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,26.1
SE,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,22.4
SE,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,16.8
SE,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,19.2
SE,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,22
SE,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,18.4
SE,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,17.5
SE,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,24
SE,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,19.7
SE,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,19.6
SE,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,18.3
SE,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,17
SE,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,16.2
SE,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,18
SE,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,17.9
SE,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,27.1
SE,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,22.7
SE,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,22.4
SE,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,23.2
SE,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,25.1
SE,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,24
SE,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,21.7
SE,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,23.8
SE,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,22.4
SE,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,26.2
SE,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,16.6
SE,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,20.4
SE,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,20.9
SE,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,24.7
SE,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,21.4
SE,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,19
SE,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,24.4
SE,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,26.1
SE,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,18.4
SE,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,20
SD,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,17.8
SD,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,24.1
SD,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,10.7
SD,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,10
SD,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,24
SD,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,26.6
SD,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,17.5
SD,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,13.6
SD,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,32
SD,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,32.3
SD,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,18.2
SD,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,22.8
SD,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,19.5
SD,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,16.7
SD,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,26.9
SD,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,8.3
SD,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,16.7
SD,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,13.8
SD,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,29.3
SD,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,11.1
SD,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,20.8
SD,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,25.9
SD,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,19.2
SD,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,23.4
SD,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,33.2
SD,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,31.1
SD,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,25.4
SD,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,24.8
SD,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,25.7
SD,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,24.5
SD,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,19.4
SD,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,19.1
SD,Northcentral Spain,d,voiced,dental,a,central,low,stressed,16.2
SD,Northcentral Spain,d,voiced,dental,a,central,low,stressed,25.2
SD,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,10.4
SD,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,20.6
SD,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,31.4
SD,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,29.4
SD,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,17.3
SD,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,6.5
SD,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,19.7
SD,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,25.8
SD,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,6.6
SD,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,25
SD,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,29.9
SD,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,28.5
SD,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,19.3
SD,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,8.1
SD,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,26.4
SD,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,23.1
SD,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,27.4
SD,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,20
SD,Northcentral Spain,g,voiced,velar,a,central,low,stressed,22
SD,Northcentral Spain,g,voiced,velar,a,central,low,stressed,20.2
SD,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,23.3
SD,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,16.6
SD,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,22.1
SD,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,24
SD,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,18.2
SD,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,18.7
SD,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,21.5
SD,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,19.9
SD,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,33.1
SD,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,15.7
SD,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,16.5
SD,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,14.5
SD,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,4.8
SD,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,4.6
SD,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,23.8
SD,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,24.7
SD,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,11.4
SD,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,7.4
SD,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,29.1
SD,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,24.2
SD,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,16.7
SD,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,19.8
SD,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,29.8
SD,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,32.4
SD,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,23.7
SD,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,25.9
SD,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,26.9
SD,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,24.7
SD,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,24.1
SD,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,21.3
SD,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,33.9
SD,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,32.5
